cas	inchi	inchikey	smiles	formula	definition	checked	alw_cname	che_cname	che_id	chl_id	chs_id	drb_id	eea_cname	ein_id	etx_cname	etx_id	ipc_name	puc_cid	wid_cname	wid_id	zvg_id	uni_id
1861-40-1	InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3	SMDHCQAYESWHAE-UHFFFAOYSA-N	C=1(C(=C(C=C(C1)C(F)(F)F)[N+](=O)[O-])N(CCCC)CC)[N+]([O-])=O	C13H16F3N3O4	A tertiany amino compound that is 2,6-dinitro-4-(trifluoromethyl)aniline in which the hydrogens attached to the aniline nitrogen have been replaced by one ethyl and one butyl group. It is used as a pre-emergence herbicide used for the control of grass and other weeds in a range of food and non-food crops.		benfluralin	benfluralin	CHEBI:132878	CHEMBL1256668	2229		Benfluralin	217-465-2			N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline	2319	benfluralin	Q421520	490343	28224BUY6R
3194-55-6	InChI=1S/C12H18Br6/c13-7-1-2-8(14)10(16)5-6-12(18)11(17)4-3-9(7)15/h7-12H,1-6H2	DEIGXXQKDWULML-UHFFFAOYSA-N	C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br	C12H18Br6	A bromoalkane consisting of cyclododecane bearing six bromo substituents at positions 1, 2, 5, 6, 9 and 10.			1,2,5,6,9,10-hexabromocyclododecane	CHEBI:134063		17499		1,2,5,6,9,10-hexabromocyclododecane		1,2,5,6,9,10-Hexabromcyclododecan	98067	1,2,5,6,9,10-hexabromocyclododecane	18529				
5466-77-3	InChI=1S/C18H26O3/c1-4-6-7-15(5-2)14-21-18(19)13-10-16-8-11-17(20-3)12-9-16/h8-13,15H,4-7,14H2,1-3H3	YBGZDTIWKVFICR-UHFFFAOYSA-N	C=1C=C(C=CC1C=CC(OCC(CCCC)CC)=O)OC	C18H26O3				octinoxate	CHEBI:134750		20329		2-Ethylhexyl 4-methoxycinnamate	226-775-7	2-Ethylhexyl-4-methoxycinnamat	30718		5355130	2-ethylhexyl 4-methoxycinnamate	Q60311884		
32598-13-3	InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H	UQMGJOKDKOLIDP-UHFFFAOYSA-N	Clc1ccc(cc1Cl)-c1ccc(Cl)c(Cl)c1	C12H6Cl4	A tetrachlorobiphenyl that is biphenyl in which the hydrogens at position 3 and 4 on each phenyl group are replaced by chlorines.			3,3',4,4'-tetrachlorobiphenyl	CHEBI:1367				PCB 77 (3,3’,4,4’-tetrachlorobiphenyl)				3,3',4,4'-tetrachloro-1,1'-biphenyl					
74070-46-5	InChI=1S/C12H9ClN2O3/c13-11-10(18-8-4-2-1-3-5-8)7-6-9(12(11)14)15(16)17/h1-7H,14H2	DDBMQDADIHOWIC-UHFFFAOYSA-N	C=1(C(=CC=C(C1Cl)OC=2C=CC=CC2)[N+](=O)[O-])N	C12H9ClN2O3	A primary amino compound that is aniline in which the phenyl group has been substituted at positions 2, 3, and 6 by chlorine, phenoxy, and nitro groups, respectively. A protoporphyrinogen oxidase (PPO) inhibitor, it is used as a herbicide against a broad range of weeds in a wide range of crops.		aclonifen	aclonifen	CHEBI:137374	CHEMBL1485557	83411		Aclonifen	277-704-1	2-Chlor-6-nitro-3-phenoxybenzolamin	13131	2-chloro-6-nitro-3-phenoxyaniline	92389	aclonifen	Q341945	162073	1762RDA835
142-28-9	InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2	YHRUOJUYPBUZOS-UHFFFAOYSA-N	ClCCCCl	C3H6Cl2	A chloroalkane that is propane in which a hydrogen from each of the terminal methyl groups has been replaced by a chlorine.			1,3-dichloropropane	CHEBI:137978	CHEMBL157427	8543		1,3-dichloropropane	205-531-3	1,3-Dichlorpropan	2113	1,3-dichloropropane	8881	1,3-dichloropropane	Q2436290	29600	AJ1HQ2GUCP
41318-75-6	InChI=1S/C12H7Br3O/c13-8-1-4-10(5-2-8)16-12-6-3-9(14)7-11(12)15/h1-7H	UPNBETHEXPIWQX-UHFFFAOYSA-N	O(C=1C=CC(=CC1Br)Br)C=2C=CC(=CC2)Br	C12H7Br3O	A polybromodiphenyl ether that is diphenyl ether in which the hydrogens at the 2, 4, and 4' positions have been replaced by bromines.			4-bromophenyl 2,4-dibromophenyl ether	CHEBI:138036				BDE 28 (2,4,4'-tribromodiphenyl ether)				4-bromophenyl 2,4-dibromophenyl ether					
182346-21-0	InChI=1S/C12H5Br5O/c13-6-1-3-9(8(15)5-6)18-10-4-2-7(14)11(16)12(10)17/h1-5H	DMLQSUZPTTUUDP-UHFFFAOYSA-N	O(C=1C=CC(=C(C1Br)Br)Br)C=2C=CC(=CC2Br)Br	C12H5Br5O	A polybromodiphenyl ether that is diphenyl ether in which the hydrogens at the 2, 3, 4, 2', and 4' positions have been replaced by bromines.			2,4-dibromophenyl 2,3,4-tribromophenyl ether	CHEBI:138064				BDE 85 (2,2’,3,4,4’-pentabromodiphenyl ether)				2,4-dibromophenyl 2,3,4-tribromophenyl ether					
189084-64-8	InChI=1S/C12H5Br5O/c13-6-1-2-11(8(15)3-6)18-12-9(16)4-7(14)5-10(12)17/h1-5H	NSKIRYMHNFTRLR-UHFFFAOYSA-N	O(C=1C(=CC(=CC1Br)Br)Br)C=2C=CC(=CC2Br)Br	C12H5Br5O	A polybromodiphenyl ether that is diphenyl ether in which the hydrogens at the 2, 4, 6, 2', and 4' positions have been replaced by bromines.			2,4-dibromophenyl 2,4,6-tribromophenyl ether	CHEBI:138065				BDE 100 (2,2’,4,4’,6-pentabromodiphenyl ether)				2,4-dibromophenyl 2,4,6-tribromophenyl ether					
6569-05-05	InChI=1S/C19H12F4N2O2/c20-13-7-9-14(10-8-13)24-18(26)16-5-2-6-17(25-16)27-15-4-1-3-12(11-15)19(21,22)23/h1-11H,(H,24,26)	CWKFPEBMTGKLKX-UHFFFAOYSA-N	N1=C(C=CC=C1C(=O)NC2=CC=C(C=C2)F)OC3=CC=CC(=C3)C(F)(F)F	C19H12F4N2O2	A pyridinecarboxamide resulting from the formal condensation of the carboxy group of 6-(m-trifluoromethylphenoxy)picolinic acid with the amino group of p-fluoroaniline. A carotenoid biosynthesis inhibitor, it is used as a herbicide for the control of broad-leaved weeds in cereal crops.			picolinafen	CHEBI:138736		2542991		Picolinafen	604-030-0	Picolinafen	8795	N-(4-fluorophenyl)-6-[3-(trifluoromethyl)phenoxy]pyridine-2-carboxamide	3294375	picolinafen	Q2092340	535613	VJE2EX3SNN
5240-03-03					A group of compounds based on the naphthalene ring system where one or more hydrogen atoms have been replaced by chlorine. The generic molecular formula is C10H8-nCln, where n = 1-8. There are 75 possible chlorinated naphthalenes and they are commonly used in the electrical industry and as additives.			chlorinated naphthalene	CHEBI:156062				Naphthalene, chloro derivatives									
1975-09-02	InChI=1S/CH2Cl2/c2-1-3/h1H2	YMWUJEATGCHHMB-UHFFFAOYSA-N	[H]C([H])(Cl)Cl	CH2Cl2	A member of the class of chloromethanes that is methane in which two of the hydrogens have been replaced by chlorine. A dense, non-flammible colourless liquid at room temperature (b.p. 40degreeC, d = 1.33) which is immiscible with water, it is widely used as a solvent, a paint stripper, and for the removal of caffeine from coffee and tea.			dichloromethane	CHEBI:15767		6104		Dichloromethane		Dichlormethan	8660	dichloromethane	6344	Dichloromethane	Q15586852		
24959-67-9	InChI=1S/BrH/h1H/p-1	CPELXLSAUQHCOX-UHFFFAOYSA-M	[Br-]	Br				bromide	CHEBI:15858		254		Bromide				bromide	259	Bromide	Q2173337		
108-95-2	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	ISWSIDIOOBJBQZ-UHFFFAOYSA-N	Oc1ccccc1	C6H6O	An organic hydroxy compound that consists of benzene bearing a single hydroxy substituent. The parent of the class of phenols.			phenol	CHEBI:15882		971		Phenol		Phenol	8658	phenol	996	Phenol	Q21761685		
1912-24-9	InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)	MXWJVTOOROXGIU-UHFFFAOYSA-N	CCNc1nc(Cl)nc(NC(C)C)n1	C8H14ClN5	A diamino-1,3,5-triazine that is 1,3,5-triazine-2,4-diamine substituted by a chloro group at position 6 while one of hydrogens of each amino group is replaced respectively by an ethyl and a propan-2-yl group.		atrazine	atrazine	CHEBI:15930		2169		Atrazine		Atrazin	8397	6-chloro-N-ethyl-N'-(propan-2-yl)-1,3,5-triazine-2,4-diamine	2256	Atrazine	Q73773769		
100-41-4	InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3	YNQLUTRBYVCPMQ-UHFFFAOYSA-N	CCc1ccccc1	C8H10	An  alkylbenzene carrying an ethyl substituent. It is a constituent of coal tar and petroleum.			ethylbenzene	CHEBI:16101		7219		Ethylbenzene		Ethylbenzene	8926	ethylbenzene	7500	Ethylbenzene	Q55966980		
50-29-3	InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H	YVGGHNCTFXOJCH-UHFFFAOYSA-N	Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl	C14H9Cl5	A chlorophenylethane that is 1,1,1-trichloro-2,2-diphenylethane substituted by additional chloro substituents at positions 4 of the phenyl substituents. It is a commonly used organochlorine insecticide.		DDT	DDT	CHEBI:16130				DDT, p,p'		DDT	7325	1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene					
7664-41-7	InChI=1S/H3N/h1H3	QGZKDVFQNNGYKY-UHFFFAOYSA-N	[H]N([H])[H]	H3N	An azane that consists of a single nitrogen atom covelently bonded to three hydrogen atoms.			ammonia	CHEBI:16134		217		Ammonia		Ammoniak	4868	ammonia	222	Ammonia	Q21996249		
7783-06-04	InChI=1S/H2S/h1H2	RWSOTUBLDIXVET-UHFFFAOYSA-N	[H]S[H]	H2S	A sulfur hydride consisting of a single sulfur atom bonded to two hydrogen atoms. A highly poisonous, flammable gas with a characteristic odour of rotten eggs, it is often produced by bacterial decomposition of organic matter in the absence of oxygen.			hydrogen sulfide	CHEBI:16136	CHEMBL1200739	391		Hydrogen sulphide	231-977-3	Schwefelwasserstoff	7566	dihydridosulfur	402	hydrogen sulfide	Q170591	1130	YY9FVM7NSN
7439-97-6	InChI=1S/Hg	QSHDDOUJBYECFT-UHFFFAOYSA-N	[Hg]	Hg	Elemental mercury of oxidation state zero.			mercury(0)	CHEBI:16170				Mercury and its compounds		Quecksilber	7547	mercury					
14797-65-0	InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1	IOVCWXUNBOPUCH-UHFFFAOYSA-M	[O-]N=O	NO2	The nitrogen oxoanion formed by loss of a proton from nitrous acid.			nitrite	CHEBI:16301		921		Nitrite				dioxidonitrate(1-)	946	nitrite	Q72158415		
20461-54-5	InChI=1S/HI/h1H/p-1	XMBWDFGMSWQBCA-UHFFFAOYSA-M	[I-]	I				iodide	CHEBI:16382		28015		Iodide				iodide	30165	Iodide	Q71355178		
3380-34-5	InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H	XEFQLINVKFYRCS-UHFFFAOYSA-N	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	C12H7Cl3O2	An aromatic ether that is phenol which is substituted at C-5 by a chloro group and at C-2 by a 2,4-dichlorophenoxy group. It is widely used as a preservative and antimicrobial agent in personal care products such as soaps, skin creams, toothpaste and deodorants as well as in household items such as plastic chopping boards, sports equipment and shoes.			triclosan	CHEBI:164200		5363		Triclosan		Triclosan	20179	5-chloro-2-(2,4-dichlorophenoxy)phenol	5564	Triclosan	Q56228675		
50-28-2	InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1	VOXZDWNPVJITMN-ZBRFXRBCSA-N	[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21	C18H24O2	The 17beta-isomer of estradiol.			17beta-estradiol	CHEBI:16469				17beta-estradiol (E2)		17-beta-Östradiol	98800	estra-1,3,5(10)-triene-3,17beta-diol	5757				
91-20-3	InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H	UFWIBTONFRDIAS-UHFFFAOYSA-N	c1ccc2ccccc2c1	C10H8	An aromatic hydrocarbon comprising two fused benzene rings. It occurs in the essential oils of numerous plant species e.g. magnolia.		naphthalene	naphthalene	CHEBI:16482		906		Naphthalene		Naphthalin	8648	naphthalene	931	Naphthalene	Q82515723		
143-50-0	InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20	LHHGDZSESBACKH-UHFFFAOYSA-N	ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl	C10Cl10O	An  organochlorine compound with insecticidal activity.		chlordecone	chlordecone	CHEBI:16548				Chlordecone (Kepone)		Decachlorpentacyclodecan-4-on	2139	1,1a,3,3a,4,5,5,5a,5b,6-decachlorooctahydro-2H-1,3,4-(methanetriyl)cyclobuta[cd]pentalen-2-one	299				
72-55-9	InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H	UCNVFOCBFJOQAL-UHFFFAOYSA-N	Clc1ccc(cc1)C(=C(Cl)Cl)c1ccc(Cl)cc1	C14H8Cl4	A chlorophenylethylene that is ethylene substituted by two 4-chlorophenyl groups at position 1 and two chlorine atoms at position 2.			DDE	CHEBI:16598	CHEMBL363207	2927		p,p'-DDE	200-784-6	2,2-Bis(4-chlorphenyl)-1,1-dichlorethen	8620	1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene	3035	DDE	Q409592	490083	4M7FS82U08
1979-01-06	InChI=1S/C2HCl3/c3-1-2(4)5/h1H	XSTXAVWGXDQKEL-UHFFFAOYSA-N	ClC=C(Cl)Cl	C2HCl3	A member of the class of  chloroethenes that is ethene substituted by chloro groups at positions 1, 1 and 2.			trichloroethene	CHEBI:16602		13837280		Trichloroethylene		Trichlorethylen	8581	1,1,2-trichloroethene	6575	Trichloroethylene	Q21761524		
71-43-2	InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H	UHOVQNZJYSORNB-UHFFFAOYSA-N	c1ccccc1	C6H6	A six-carbon aromatic annulene in which each carbon atom donates one of its two 2p electrons into a delocalised pi system. A toxic, flammable liquid byproduct of coal distillation, it is used as an industrial solvent. Benzene is a carcinogen that also damages bone marrow and the central nervous system.			benzene	CHEBI:16716		236		Benzene		Benzol	7240	benzene	241	Benzene	Q4890757		
120-83-2	InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H	HFZWRUODUSTPEG-UHFFFAOYSA-N	Oc1ccc(Cl)cc1Cl	C6H4Cl2O	A dichlorophenol that is phenol carrying chloro substituents at positions 2 and 4.			2,4-dichlorophenol	CHEBI:16738	CHEMBL1143	8140		2,4-dichlorophenol	204-429-6	2,4-Dichlorphenol	8652	2,4-dichlorophenol	8449	2,4-dichlorophenol	Q209205	10880	R669TG1950
95-76-1	InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2	SDYWXFYBZPNOFX-UHFFFAOYSA-N	Nc1ccc(Cl)c(Cl)c1	C6H5Cl2N	A dichloroaniline having the two chloro-substituents at the 3- and 4-positions.			3,4-dichloroaniline	CHEBI:16767	CHEMBL1319813	13860720		3,4-dichloroaniline	202-448-4	3,4-Dichloranilin	8360	3,4-dichloroaniline	7257	3,4-dichloroaniline	Q13427547	11850	20KR9WJ4NS
100-02-07	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H	BTJIUGUIPKRLHP-UHFFFAOYSA-N	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	A member of the class of 4-nitrophenols that is phenol in which the hydrogen that is para to the hydroxy group has been replaced by a nitro group.	TRUE		4-nitrophenol	CHEBI:16836		955		Nitrophenol		4-Nitrophenol	8530	4-nitrophenol	980	nitrophenol	Q408126		
50-00-0	InChI=1S/CH2O/c1-2/h1H2	WSFSSNUMVMOOMR-UHFFFAOYSA-N	[H]C([H])=O	CH2O	An aldehyde resulting from the formal oxidation of methanol.		formaldehyde	formaldehyde	CHEBI:16842		692		Formaldehyde		Formaldehyd	8252	formaldehyde	712	Formaldehyde	Q14922294		
16984-48-8	InChI=1S/FH/h1H/p-1	KRHYYFGTRYWZRS-UHFFFAOYSA-M	[F-]	F				fluoride	CHEBI:17051		26214		Fluoride		Fluorid	89283	fluoride	28179	Fluoride	Q19057760		
1689-84-5	InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H	UPMXNNIRAGDFEH-UHFFFAOYSA-N	Oc1c(Br)cc(cc1Br)C#N	C7H3Br2NO	A dibromobenzene that is 2,6-dibromophenol substituted by a cyano group at position 4.		bromoxynil	3,5-dibromo-4-hydroxybenzonitrile	CHEBI:17192	CHEMBL453905	14775		Bromoxynil	216-882-7	Bromoxynil	7252	3,5-dibromo-4-hydroxybenzonitrile	15531	bromoxynil	Q408345	510080	J46EK95K0P
74-97-5	InChI=1S/CH2BrCl/c2-1-3/h1H2	JPOXNPPZZKNXOV-UHFFFAOYSA-N	ClCBr	CH2BrCl	A halomethane that is chloromethane in which one of the hydrogens has been replaced by a bromine atom.			bromochloromethane	CHEBI:17194	CHEMBL346918	6093		Bromochloromethane	200-826-3	Methan, Bromchlor-	11801	bromo(chloro)methane	6333	bromochloromethane	Q421751	41110	45WX84110G
53-16-7	InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1	DNXHEGUUPJUMQT-CBZIJGRNSA-N	[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21	C18H22O2	A 17-oxo steroid that is estra-1,3,5(10)-triene substituted by an hydroxy group at position 3 and an oxo group at position 17.			estrone	CHEBI:17263		5660		Estrone (E1)		Estron	98802	3-hydroxyestra-1,3,5(10)-trien-17-one	5870				
127-18-4	InChI=1S/C2Cl4/c3-1(4)2(5)6	CYTYCFOTNPOANT-UHFFFAOYSA-N	ClC(Cl)=C(Cl)Cl	C2Cl4	A chlorocarbon that is tetrachloro substituted ethene.			tetrachloroethene	CHEBI:17300		13837281		Tetrachloroethylene		Perchlorethen	9039	tetrachloroethene	31373	Tetrachloroethylene	Q26372022		
1957-12-05	InChI=1S/CN/c1-2/q-1	XFXPMWWXUTWYJX-UHFFFAOYSA-N	[C-]#N	CN	A pseudohalide anion that is the conjugate base of hydrogen cyanide.			cyanide	CHEBI:17514				Free cyanide		Cyanid	7314	cyanide					
71-52-3	InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1	BVKZGUZCCUSVTD-UHFFFAOYSA-M	OC([O-])=O	CHO3	The carbon oxoanion resulting from the removal of a proton from carbonic acid.			hydrogencarbonate	CHEBI:17544				Hydrogen Carbonate (Bicarbonate) HCO3				hydrogen(trioxidocarbonate)(1-)					
108-88-3	InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3	YXFVVABEGXRONW-UHFFFAOYSA-N	Cc1ccccc1	C7H8	The simplest member of the class toluenes consisting of a benzene core which bears a single methyl substituent.			toluene	CHEBI:17578		1108		Toluene		Benzene, methyl-	8916	toluene	1140	Toluene	Q7814661		
14797-55-8	InChI=1S/NO3/c2-1(3)4/q-1	NHNBFGGVMKEFGY-UHFFFAOYSA-N	[O-][N+]([O-])=O	NO3	A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3.			nitrate	CHEBI:17632		918		Nitrate		Nitrat	7480	nitrate	943	nitrate	Q49916468		
87-86-5	InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H	IZUPBVBPLAPZRR-UHFFFAOYSA-N	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	C6HCl5O	A  chlorophenol that is phenol substituted by 5 chloro groups.		pentachlorophenol	pentachlorophenol	CHEBI:17642		967		Pentachlorophenol		Pentachlorphenol	8343	pentachlorophenol	992	Pentachlorophenol	Q66834965		
117-81-7	InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3	BJQHLKABXJIVAM-UHFFFAOYSA-N	CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC	C24H38O4	A phthalate ester that is the bis(2-ethylhexyl) ester of benzene-1,2-dicarboxylic acid.			bis(2-ethylhexyl) phthalate	CHEBI:17747				Di(2-ethylhexyl)phthalate (DEHP)		Bis(2-ethylhexyl)phthalat	8672	bis(2-ethylhexyl) benzene-1,2-dicarboxylate	8343	Di(2-ethylhexyl)phthalate (DEHP)	Q36311355		
106-44-5	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3	IWDCLRJOBJJRNH-UHFFFAOYSA-N	Cc1ccc(O)cc1	C7H8O	A cresol that consists of toluene substituted by a hydroxy group at position 4. It is a metabolite of aromatic amino acid metabolism produced by intestinal microflora in humans and animals.			p-cresol	CHEBI:17847				4-methyl-phenol		4-Methylphenol	1272	4-methylphenol	2879				
16887-00-6	InChI=1S/ClH/h1H/p-1	VEXZGXHMUGYJMC-UHFFFAOYSA-M	[Cl-]	Cl	A halide anion formed when chlorine picks up an electron to form an an anion.			chloride	CHEBI:17996		306		Chloride		Chlorid	7281	chloride	312	Chloride	Q2964098		
1570-64-5	InChI=1S/C7H7ClO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,1H3	RHPUJHQBPORFGV-UHFFFAOYSA-N	Cc1cc(Cl)ccc1O	C7H7ClO	A member of the class of phenols that is o-cresol in which the hydrogen para to the hydroxy group is replaced by a chlorine.			4-chloro-2-methylphenol	CHEBI:1800		14165		4-chloro-2-methylphenol		4-Chlor-2-methyl-hydroxybenzol	9416	4-chloro-2-methylphenol	14855				
7439-89-6	InChI=1S/Fe	XEEYBQQBJWHFJM-UHFFFAOYSA-N	[Fe]	Fe	An iron group element atom that has atomic number 26.			iron atom	CHEBI:18248				Iron and its compounds		Eisen	7392	iron					
7439-96-5	InChI=1S/Mn	PWHULOQIROXLJO-UHFFFAOYSA-N	[Mn]	Mn				manganese atom	CHEBI:18291				Manganese and its compounds		Mangan	7455	manganese		Manganese and its compounds	Q26328069		
2163-68-0	InChI=1S/C8H15N5O/c1-4-9-6-11-7(10-5(2)3)13-8(14)12-6/h5H,4H2,1-3H3,(H3,9,10,11,12,13,14)	NFMIMWNQWAWNDW-UHFFFAOYSA-N	CCNc1nc(O)nc(NC(C)C)n1	C8H15N5O	A monohydroxy-1,3,5-triazine that is  atrazine in which the chloro group has been replaced by a hydroxy group.			4-ethylamino-6-isopropylamino-1,3,5-triazin-2-ol	CHEBI:18316		15693		Hydroxyatrazine				4-(ethylamino)-6-(isopropylamino)-1,3,5-triazin-2-ol	135398733	hydroxyatrazine	Q27102992		D9Y04ELA63
14265-44-2	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3	NBIIXXVUZAFLBC-UHFFFAOYSA-K	[O-]P([O-])([O-])=O	O4P	A phosphate ion that is the conjugate base of hydrogenphosphate.			phosphate(3-)	CHEBI:18367		1032		Phosphate				phosphate	1061				
74-90-8	InChI=1S/CHN/c1-2/h1H	LELOWRISYMNNSU-UHFFFAOYSA-N	C#N	CHN	A one-carbon compound consisting of a methine group triple bonded to a nitrogen atom		hydrogen cyanide	hydrogen cyanide	CHEBI:18407	CHEMBL183419	748		Hydrogen cyanide	200-821-6	Blausäure	9012	hydridonitridocarbon	768	hydrogen cyanide	Q26075	12450	2WTB3V159F
10061-02-06	InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+	UOORRWUZONOOLO-OWOJBTEDSA-N	ClC\C=C\Cl	C3H4Cl2	A 1,3-dichloropropene with a (E)-configuration.			(E)-1,3-dichloropropene	CHEBI:18624	CHEMBL155926	23117		trans-1,3-dichloropropene	626-466-0			(1E)-1,3-dichloroprop-1-ene	24726	(1E)-1,3-dichloropropene	Q161507		21UG87ODPI
542-75-6	InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+	UOORRWUZONOOLO-OWOJBTEDSA-N	ClC\C=C\Cl	C3H4Cl2	A 1,3-dichloropropene with a (E)-configuration.		1,3-dichloropropene	(E)-1,3-dichloropropene	CHEBI:18624		23117		1,3-dichloropropene	208-826-5	1,3-Dichlorpropen	8612	(1E)-1,3-dichloroprop-1-ene	24726	1,3-dichloropropene	Q61854433	38900	
10061-01-05	InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-	UOORRWUZONOOLO-UPHRSURJSA-N	ClC\C=C/Cl	C3H4Cl2	The (Z)-isomer of 1,3-dichloropropene.			(Z)-1,3-dichloropropene	CHEBI:18809		4444456		cis-1,3-dichloropropene	233-195-8			(1Z)-1,3-dichloroprop-1-ene	5280970	(1Z)-1,3-dichloropropene	Q27109091	510768	411B9UAH6H
540-59-0	InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H	KFUSEUYYWQURPO-UHFFFAOYSA-N	[H]C(Cl)=C([H])Cl	C2H2Cl2				1,2-dichloroethene	CHEBI:18882	CHEMBL1385560	10438		1,2-dichloroethene	208-750-2	1,2-Dichlorethen	2538	1,2-dichloroethene	10900	1,2-dichloroethene	Q161475	20780	XU9RUA6YUT
1918-16-7	InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3	MFOUDYKPLGXPGO-UHFFFAOYSA-N	CC(C)N(C(=O)CCl)c1ccccc1	C11H14ClNO	An anilide that consists of 2-chloroacetanilide bearing an N-isopropyl substituent.		propachlor	propachlor	CHEBI:19503	CHEMBL1394829	4762		Propachlor	217-638-2	Acetamide, 2-chloro-N-(1-methylethyl)-N-phenyl-	12176	2-chloro-N-isopropyl-N-phenylacetamide	4931	propachlor	Q2112916	510338	015443A483
106-47-8	InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2	QSNSCYSYFYORTR-UHFFFAOYSA-N	Nc1ccc(Cl)cc1	C6H6ClN	A chloroaniline in which the chloro atom is para to the aniline amino group.			4-chloroaniline	CHEBI:20331	CHEMBL15888	13869339		4-chloroaniline	203-401-0	4-Chloranilin	8580	4-chloroaniline	7812	4-chloroaniline	Q413515	11830	Z553SGH315
83-32-9	InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2	CWRYPZZKDGJXCA-UHFFFAOYSA-N	C1Cc2cccc3cccc1c23	C12H10	A polycyclic aromatic hydrocarbon derived from naphthalene by the addition of an ethylene bridge connecting C-1 and C-8.			acenaphthene	CHEBI:22154	CHEMBL1797271	6478		Acenaphthene	201-469-6	Acenaphthen	8498	1,2-dihydroacenaphthylene	6734	acenaphthene	Q415103	23000	V8UT1GAC5Y
